node_id,dist_m
42432438,12446.648120110534
4207752448,9027.643326647285
42428601,14637.448509470487
6958055831,13672.137795375264
42445505,14408.328522062815
3858909357,10019.079428503454
42447237,12648.962445482914
42452040,14529.88360243927
4205565497,13330.758185466542
42428705,13682.009058865337
42428014,12944.50037113707
42432205,14870.078308353855
42428892,11694.244273838463
4378236625,12109.801062084523
4205830397,12475.761663053316
2099150501,9935.837545707669
4540059459,12032.185722060924
42435316,12988.33918326615
42438490,12713.64762985612
42436514,12696.935167580184
4207932664,14269.524112817586
1919595925,14537.34655561864
42454758,15479.57103447791
561035361,12515.951294397077
1773084405,14194.778263014701
42429412,15565.726764745204
7818397389,15134.79161529411
4207952791,13438.31212478735
42445917,12931.295197216949
42437177,10416.054287830908
42431877,16212.075434394348
42435231,9249.716696788886
42454196,11818.564872553516
4207837426,14596.630060636633
42431802,15430.657889078542
42427991,13026.40098817837
42428373,17085.824066712576
1241742563,14523.161246881824
7818397399,13850.565363213274
4215940680,12750.448040817893
42434249,11851.508521629552
42447182,10459.876516366177
42439096,15413.550586253346
4215940679,12837.519104714032
42447069,12790.350205899535
42448693,12931.705643898678
1825841704,14052.933821029412
4207669596,9568.83973779083
42434205,14327.059745827588
42445903,12302.405585280589
7369969947,13083.08304362465
7818397396,14253.06102557567
42429663,14772.553635569717
42440829,14820.506911503104
42422026,16780.201000124678
42450037,11360.311094786732
6166999548,12113.995281152107
3308681105,14207.77970294313
4158673495,15154.921994414426
3891963913,15048.851643279138
42436335,15362.386162610897
5849918502,14271.663551447426
4207837425,14827.449188502998
42434087,12855.172178079853
42430308,12599.706486561718
42443353,13666.45418348353
42445489,14210.350367858622
42421951,15937.458758625584
6181480009,11207.163941423842
42436184,16196.323367312776
42454994,14023.559727427697
42430333,13002.137390760909
247223720,13930.04809403997
2141026500,11098.46682929737
42433800,12054.607156637268
42448171,15088.26360752941
42450048,10949.338507319433
42424225,14130.39868146135
1061531550,14315.637707355783
42427805,13513.057086770696
42444933,14144.62473721215
4205830389,12244.320087653063
42439530,15063.670796281218
42437559,14397.478845543214
8913108827,14668.225058774351
42448707,13070.479753259855
596776156,11921.13621788155
6164008209,12833.038145954168
1834885409,12816.876655168599
42442459,14763.511547637325
1672106382,15240.204305605212
595245836,15394.368398287228
596776027,13196.721850458714
42437536,15978.759959175371
42430796,15407.001512571664
42446275,12227.423131842803
42428670,14333.647791588537
42449926,11991.655766266886
42430233,14909.416393576528
3579432156,12299.92863717106
42428174,13474.385977650503
42439860,10062.135637349682
42438498,12569.469178407919
42444055,12913.2164809719
42443077,10116.364734169221
42430479,11104.018548006547
4207892896,13573.935081439762
596776063,13485.238508770213
8838881844,13722.044678435035
1241742743,15008.378663034013
42445417,12513.107671441536
42445404,12538.680422566611
596776089,12821.793445482768
42446879,13225.70993788011
42454997,14236.059743518785
42455175,14208.465834356655
42431902,16227.052819621553
42444271,15197.33659145649
596775935,13038.124392312038
42436396,15241.427928264098
1918039869,14286.045850010594
246890098,16551.356732649718
42456611,13263.235304648088
42447136,12163.185859229474
42455007,14459.955703061225
7168010780,11373.738247625395
42442913,12048.475863546362
42421852,10913.254054288058
42444985,13581.48962241343
5057315765,11798.219131198783
4215940687,12177.207822338494
42451126,13334.857788414954
42434357,13166.97404964769
42436556,12028.886418105076
42442955,13210.325001992447
42429782,13196.716441402616
42439440,13120.232970609999
42443810,12847.795546735262
42447105,12655.139076101152
4015192929,15332.125765468469
42430770,15442.263723760756
42448549,15007.625983814421
42430390,13572.831919054623
42436919,12590.98491972593
4539951613,13956.674175252849
42443341,14652.555174272133
42428258,12601.381413000116
42437346,13930.375523370116
42440639,16633.956871527345
4207937589,12270.19519734904
7802856349,14301.826015520754
42429431,15828.075270117175
42421972,14290.90802579459
42445930,13331.470172846068
42429999,14834.98343717775
596775998,12719.219440598896
42429680,13575.033637758805
4205805400,13365.468299394252
42445910,12212.148374400893
8133385388,12692.651847022466
596775919,13283.21751040666
42444506,11260.201354325136
42435710,14362.807715765062
5137978709,13605.672109245616
4207786966,11367.913277245143
3377387929,15178.76128003407
596776078,12908.081772097354
595245860,15272.96950616351
42434871,15641.516086186984
42431656,12477.319342044913
42428637,15090.231342343566
42430282,13159.84994778934
42437384,14820.90479712487
42450015,12500.09474570027
42434158,13752.815599663822
1061531593,13343.730838774176
7956044493,14933.678060955099
42445914,12367.290667548665
2562399786,13317.362203534594
42453952,15726.966387056957
42435707,14440.774945013874
42445286,16517.043138120756
42447009,12709.804942999777
42439416,12676.387357676314
4215936659,13863.434377429097
42442977,12340.69278841694
42424851,13478.295615453615
42452954,12632.390367197548
42434959,11665.626486310357
42439834,14293.088390572451
42428657,14654.836993628654
42421969,14383.664789548255
42443807,12927.930173313674
4202931917,13309.7175505531
42445585,10352.179241382271
42428294,13424.669789692596
42436748,12453.040486749656
42427358,14032.459200955072
42428725,12948.226418797689
42436710,13261.576580566829
596775900,13265.926169576607
42442931,12118.371062201086
42429694,13125.88591609763
42439981,13361.060448185859
42421982,14927.561437162261
42451987,15148.54785060648
42429374,14349.31214738403
42430603,14535.164481977967
42430989,14970.413309081623
42435359,11764.170517962515
42443556,12855.603464215123
42437917,12294.969716280706
42430235,14831.556680247859
42439955,12795.654746561775
42447060,12711.191445113098
42428914,12015.441023128185
42432395,10890.664409330928
42427386,14623.908051021072
42438544,12850.081940970027
42442255,14167.865684710523
42443671,13562.179862407456
42448552,14552.686622170406
42442286,14913.311732620445
42428391,15368.237598035717
596776173,11602.419895397463
7106818627,13226.212581114629
42442933,12196.198166119002
42428022,12611.288254532556
42428220,13169.388559583631
42442851,14327.202681920107
42436651,10351.599537352753
42430269,13643.003456863402
8767790754,13097.476228483141
42440020,14246.845064531979
3639382769,13019.10009970685
42432900,10740.78868298528
3579432162,11166.030951824221
42443040,12055.031650225192
42431102,13319.927929807105
42429662,14493.820760135859
3834459540,13676.878237687988
42445972,13022.6009305639
1061531454,14643.857894834546
596775914,13186.057838928555
1061531608,14748.717773278206
42428232,13003.142789839752
7480301867,13763.152476507577
42440343,15671.193219313567
4215936664,13208.400493305642
42431461,13381.049870712917
42449045,14190.000374078738
7956044491,14961.995264828314
1733612450,13158.980286862265
42430030,13725.649001675705
42429375,14783.369991925158
42450028,12010.827825062257
42455751,14179.859819101312
62915516,15049.11408285571
42456091,10769.027875325415
42427136,14426.950072296364
42440280,15294.008503893328
42442417,14755.45122242491
42438886,12968.64791156074
8842019586,11935.510566662018
42453166,14257.97774152047
42442843,14127.861874285358
246866830,16071.328700119146
5796726888,13853.604842871591
596776009,13276.523420342819
42428844,11693.892543240594
1919595929,13547.436116893557
4207752450,9341.911749728115
4207938836,14190.115313458165
42443532,14308.456872958373
1815133244,14706.379172067887
42428711,13368.788435522089
4207862995,15511.142332721729
42433252,12963.90243596226
42429976,12551.903710108598
42430713,15177.0113303701
42447230,12978.352829831654
42454433,14342.60890875349
42436126,15537.527346538123
1061531645,14477.362240044327
42446728,11261.465684890405
7732653970,11528.825623362016
42437654,12958.123231215193
5475605301,13929.739271713823
596775946,12876.525958899545
42444820,11579.690672235396
42443975,13855.23901007713
246858433,16670.700944716904
8937823540,12957.974261733098
42428287,13224.177439512147
42429701,15174.413650427454
42435705,14522.133017507796
42444353,16402.590328911177
2698702581,14321.921613167873
685164631,13623.02272431245
7137281959,13172.589967085998
4597668036,13550.045891130902
42428984,14514.458730696122
42440785,13594.141926946435
42430983,15047.953766318395
42437819,17180.286227036806
42435663,13549.91116212764
9119739666,13773.308017475156
4597668041,12942.204559610374
4207862998,15380.055613726397
42435599,14643.456143207039
1701920993,14840.653849080129
1919595927,14917.485482271808
42431556,14284.417908522913
42421772,14427.799774803427
42444964,13345.510383668694
42437909,14387.10223437412
42435624,14108.376773378604
7785803398,9654.246840736743
4207913306,14084.033952747877
2710239362,15209.961364690762
4597668032,12698.945573715702
42440463,13096.369692891236
42431019,14765.978273935485
42449007,11027.203003860212
42447115,12649.78750321837
6417761624,16712.16434084066
9097308661,14759.12361338497
42434246,11584.164821147402
42442584,10816.967632321363
42427369,13487.302795211934
42433604,12366.149577370885
42443950,12287.476940502342
7050687076,14767.516073997838
4215812465,8808.389770667303
1919595918,14840.035810040114
42453398,16255.575751523225
1692433907,14213.020098369787
596776497,9817.141270228864
42430677,14454.645038473167
4205565537,13978.92610042047
42448216,12472.161820001582
42431027,14523.840946519022
3786902260,12812.402737571798
42445574,14998.696834325787
8323051889,14882.656344088518
4212649297,10899.217657217643
42452048,14291.886730537733
7499263656,13874.121702726914
596776127,12573.695525384865
42439070,14120.724216951963
42434175,11418.300131105387
1692433940,15197.4268978294
42428063,14601.015710379299
42443329,14661.854082871587
595403438,13527.160452920345
42430044,13986.144620196044
42440001,13918.29011380277
6166969757,11894.954722605682
3579432159,11595.637021788845
3567807957,15129.429604249206
42424089,12640.665722004327
42431617,15737.35652972144
42440737,13545.561011011056
42455963,12821.627183502449
42438795,13289.42262814222
561042195,12143.561923793308
42447030,12472.434971770186
42442451,14842.704137149056
5475605296,12749.819574368703
4202950101,13998.696122731202
42442902,12442.824746782611
42447007,12788.743910084884
42438802,12991.814960696256
3786876206,13241.276193223317
42436922,12567.499733789316
8828140382,11479.475964291712
42449828,10201.097132464256
9090318786,14547.682880868437
42435337,11858.347792067707
42428807,12332.740971723126
42443811,12847.736823262361
42440022,13923.563998068526
42421857,11199.848210400449
42430597,14692.606449218225
42444500,11279.505386140549
4205565491,13661.600191831018
42421809,14252.48527349413
4215940681,12676.605209202822
42434279,14472.230636397038
42440401,13787.282347352062
4557495130,14502.952268537694
42443674,14698.08944327321
42430981,15127.495926694935
42439403,12252.93401544194
42440628,16671.465767949503
42455026,14028.162197675274
8855911559,14521.99887141049
42433620,13226.116052770336
42439557,13209.83667035467
42429693,12738.457909964167
42447201,9737.93707877501
42430361,13881.023578519296
4143851142,15053.763858715742
5542680312,12599.81416634597
6680686985,12722.057217778542
42445840,11013.947356055918
1773082408,13954.985489897326
42428010,13186.642973438946
596776095,12815.58548004099
4205565492,13586.45701510477
42442422,14852.28197232388
42445899,12380.283297814727
42436590,12928.105059505657
42449683,12005.014223016724
42434951,11968.765684330046
42427956,15904.315533278299
42430231,14986.708552356527
42428321,14353.457163017676
595655123,14225.040538014582
42428377,15931.559900370594
42447174,11103.510322399754
4207915681,12653.890718850995
9052451695,12447.538959274205
42456049,12491.413888634837
6997311896,12611.774133124545
7818397394,14493.198765501838
1773076511,13634.885225999093
42440934,14638.732852931142
4205865491,11684.961991956263
42436944,14073.665194179928
1506599378,11424.594629248933
42435387,10671.588985237382
42449029,14477.952686450717
42428297,13520.674893667985
42449014,13915.089408344149
42445548,13859.847269650669
5159433792,13959.787502197287
42428590,14364.811935439846
4207881093,14261.651044090175
486867513,13107.49311329837
5653832464,11209.440115837024
42449589,14125.254692900287
42436637,10758.141684349917
42435687,14423.510824216512
42428024,12529.501867363171
6211334202,15220.87612776595
42423020,11964.411059292497
42423564,12728.708285796552
2799368116,9712.068142604068
61273001,15376.121402892604
42436439,15065.756694267497
42432060,13592.658593019698
596776132,12492.300227137775
42436707,13046.07289770942
42445357,15634.14994772273
42429342,11903.023497499915
42433163,10836.181076015888
6175905196,10831.856478236044
42432825,13182.714510158303
42437612,14094.934144761646
4578218122,16514.141028535116
42431000,15125.135176662123
42431508,15408.602509500644
42429562,15590.3118778427
7818397398,14011.625425516208
42440566,12959.189924818113
8959167160,12449.73540046446
8960303403,14029.296813538069
4241748518,14296.406180378637
42458333,11890.133408467294
42428034,12207.528860907049
42443413,11882.025492146015
42421769,14873.192286826343
42435295,14297.360588739848
42431104,13241.215430898668
42438674,14260.29981123024
4161568989,13860.340339296321
42444456,9059.345967765928
42451766,12434.9769903225
42445603,13883.989610489098
42436531,12252.533048929405
4015190382,13955.744200127901
593886253,12929.918996124481
3785586743,12707.760471552734
1061531847,13423.495821105585
4207815981,14395.583414111661
4207952793,13377.778253236707
42428307,14471.692676799747
42436544,11992.098915325949
42457421,15075.2700251665
42429643,13596.795512554969
42436390,15388.8614900116
42428130,16267.433098972157
42434268,13334.863377598542
42428473,14043.914980443044
42428604,14726.90864101461
42449938,12212.304432421086
42430749,15186.29015641634
42440951,13662.267534329512
42437445,12499.258269606973
5944998216,13300.553642269002
6552385860,16731.453528625654
1506445808,12314.596959800507
4629486879,15173.758805779362
42436943,13860.930470641197
42428814,12092.790713311837
42435632,13866.782110172422
42431470,13686.257967194488
42430356,13724.716864205724
4205565518,14464.295854671916
561035330,12376.69364952866
42445666,12278.715112905651
4212658371,9136.022674903485
42429833,15552.65629067199
1061531768,13822.20312149293
6279091713,14115.748546341652
42435578,15124.095077871047
3569749128,13094.162136647941
42440025,14011.440465890322
8959187725,12961.448678163237
7369969937,13023.395797544608
42455694,13217.520079869477
42442935,12274.045489514217
42428579,14474.579126887636
42437686,12693.242860325716
42439073,14702.706987889678
42435333,12098.136164807302
42437021,13392.9752075385
42428411,14992.76824845102
42428283,13094.52118457591
42435603,14568.096103205575
42443264,11821.902261772308
42428527,16404.652674793277
42445916,12535.43739381607
7050687060,14849.234609187086
7611187236,13845.657218810593
42444954,14062.844264382773
42438862,14680.723329822658
42437333,14209.478959739135
7490266268,14249.449231168208
42439830,14367.304265150997
42453630,14495.810871478563
596776166,11602.00429250456
42433822,15121.047887028471
42428944,12898.671277231593
42428368,16936.7216879989
42439823,14535.714814456835
42436510,13334.446431543209
42449945,12376.33981481996
1061531496,12623.926202668014
42436326,15516.025461960806
42437618,14260.353930872685
42452875,13166.941950330242
42439960,12872.76294398102
1061531447,14523.421766300336
596776164,12244.968774849665
1061531810,13903.205930142565
42431491,14221.691074557544
7541804761,10188.326066157026
42443563,14264.857403090951
42429690,12954.891188809272
4207881094,14527.962044934364
42437211,11035.279032375001
42449890,13160.694550723048
42422050,15896.751451452847
1061531787,14713.51796707544
42431108,13001.061070202362
4207937590,13311.453082187167
1061531736,13582.66840633224
42439392,12718.10143758712
42431805,15166.23921346417
42440743,13771.860318080424
42430041,13950.336915541455
596800103,10824.540965193673
8959167158,12764.953344428648
4597668043,12620.65814872505
42430736,15266.404166391476
42449600,15643.096469549237
1773084410,14184.773317830986
42451370,16465.486614527144
6402593827,10909.508307850698
6210777831,14213.119628443952
5610570649,12826.212776798657
42427975,12788.228757443703
42437339,14105.450906004333
42436582,12695.892689739934
42442963,12103.035663949531
42421800,13559.127935034585
248707601,12795.09687918584
561035335,12075.054430791586
42430722,15253.773483958441
42442445,14923.180714379974
42446072,11824.967867479203
42443666,17075.5117850455
5378284711,15230.42041555374
1919595921,13802.648325903945
42440465,13158.987488176968
42438784,13769.255369518665
4207683807,11864.065126273123
42442569,12033.860765603302
1061531807,13256.85403978642
42454189,12630.278015851505
42429174,16685.26214761718
42428402,15334.001210834234
42442502,13453.378871972654
42447132,12327.505872658181
42430329,13086.297078215335
2351527467,13434.158429273237
42443344,14732.517959246376
42439836,14143.999903504024
42428003,13186.232332797255
42429595,16371.24739103631
42431002,15320.207295423425
42445950,13021.241604485987
42440943,15482.79469643553
42433834,16159.969964904332
4149750389,16369.235488839888
42430052,13295.137113315825
42436539,12144.188062799622
42428936,12661.502370668537
4202958490,12292.050221601496
4207124945,13081.069895444416
42430914,14267.186601552248
6173564349,14675.746288987819
42428873,11370.703227528555
8841425139,14359.954673618206
42429324,12388.951064743107
42437289,13457.352400707956
5916783969,13897.27745000393
42428934,12582.450624406503
42429659,13944.157309450975
42436700,13571.077619200812
596776165,11522.590187668391
8344404001,14287.144052036921
4347534768,13318.410947574508
42436701,13506.68485770809
1996323622,14918.551481916393
42436129,15413.968688687546
42431560,14558.906850845106
42435275,14544.691700182611
42429346,12299.043562872313
42429072,15808.941352181044
5706568771,13176.707846492522
42432756,12269.919943363439
1061531685,14431.080272967887
4207683801,12286.942724126055
7557417119,15105.242792000274
42446093,11498.782111730312
42443349,13912.951932352731
42446849,16431.74191500023
42436381,15533.620327248947
2141026499,11172.582814246887
42431447,13065.728150753086
42446533,13497.813750449854
42431563,14831.969685428434
596776654,9086.616106846524
42428253,13264.24295976841
42436149,15334.207877552211
42433281,14977.751276402269
42430378,13735.248249016893
42434072,13014.380379580618
42421737,12047.819100061786
42453104,13768.309114571332
42437841,15443.033211920749
42431009,15014.145169968684
42436486,13076.88376852429
595245918,15065.806359121436
42444424,15594.146778767154
1692433919,14587.599813826038
42454192,12138.91076498787
8828140385,11604.147180381815
42435746,11300.216771580155
42427381,14345.790645386058
42435861,11608.024521539422
42435422,13357.112827503042
4557517552,15216.969197355098
42428049,11642.720260738774
42435336,11938.367390096479
42443821,9168.46274916795
5131026388,11964.675721363954
