node_id,dist_m
42448979,9626.868666963761
42432598,14822.148821554365
42436492,13056.720047846044
42436384,15473.264217144988
4205830394,12084.692153279477
595245859,15237.26994294818
42444043,12934.896847918477
42428645,14913.803152270688
4205565500,13736.705324177492
8841425138,14203.82906096563
42429876,12852.081386492897
42437358,12690.299407576185
6176483595,11943.970492120736
42444916,14846.170867877303
42445738,11912.888701528322
6958055832,13366.009457115828
4205805401,13329.54542291948
42435716,14095.339043749902
42443116,8546.388513792437
42428643,15098.504377959502
4215936665,13052.77115349309
4142105811,15258.02106483138
4778174564,14986.68131439454
4207837428,14601.125540766432
42445011,13911.169713062976
42447126,12488.285855949525
9052542036,12617.692200878539
1918039898,14150.274719186302
588545728,15303.772051644164
4841945993,15478.787020280617
42438894,12999.937748117865
596775963,12957.646332830835
42443037,12227.014309063628
561042203,12391.18639446328
42438174,13245.941263550012
42442959,13133.136009816122
42431168,14346.11809391457
42430344,13404.915001790985
42432834,13018.162781047473
42432135,14879.947615477191
42437962,13501.70963754733
4207815980,14469.611639664538
6213204061,15343.503064509747
42431684,12967.110110440353
42456211,14201.149006215059
1692433935,15049.835321546107
42451604,13635.606425645146
42445534,14217.402171924874
42447192,10215.198784711749
42446021,12967.506663573786
42449948,12699.125090247091
42455932,13054.855804446632
42437074,13494.51751991707
42452290,11510.406164520871
5812723036,15805.590704079175
42430317,12677.317788642678
7802856356,14461.728766159265
4207764479,9528.502932446969
1061531603,14067.218687096836
42429890,12539.817863759446
6181480050,11214.43663234356
42449597,15517.343099941623
42430984,14968.393976328867
7818397401,13538.123838039308
42432706,14504.867589573982
1692450029,13005.799805475323
4143875757,15454.539349722143
42433565,13994.125374071667
4215940676,13088.906367382448
42431024,14604.23674662321
8831369657,13398.829133478108
42430347,13326.0383507606
42426747,16219.510920212368
42443313,14603.214942559116
42428313,14237.222419943639
42445039,14556.870735447668
42438463,13518.667595649213
42429980,12556.73060410961
42436630,10450.249403339974
42428491,13870.462451059408
1061531575,12614.335482382288
6133359411,13341.93937392555
42437114,13795.894144961569
42440015,14167.895631323769
42431118,12682.93224063938
7369969945,13119.759011925611
42435644,13232.33803455671
42445018,14150.177971065677
42443194,12458.455334931765
596776083,12734.57244772104
42430338,13246.838604358778
42430589,14933.434927671176
4205565498,13594.304193488184
42434270,13917.11489730319
42457325,14300.122510134872
42435702,14344.2317029863
42428201,13205.57750369928
42440553,14722.508509763436
42428170,14378.36209556475
42446942,11820.065386757964
42439272,14194.268486548617
42452314,16447.47881065226
42438506,12623.023068921822
42435317,12906.855174975582
42432679,15944.935477772777
6181480033,10870.094478762408
42446488,12523.32132093042
42430691,14772.653198004067
42435645,13147.894137197563
247120150,15059.819231836354
42446935,12146.554020531217
9119739665,13616.31559176137
42438832,15285.292187988354
596775907,13363.099307574077
42446925,12781.884024049978
42427086,13624.885795635324
42443336,14818.301526596106
42448745,11418.831145380054
42423674,13764.953598409098
1918039897,14325.606748072161
42428315,14272.925904115578
42430004,15660.67777552051
42433286,15208.273653876111
42432585,13838.294859413401
42456076,11499.724980698289
4207854755,15296.926819913457
42448578,15883.713734590572
42434412,15857.819937572833
4207937591,12835.503167150988
4886228958,12659.152841391031
42428005,13262.5142518812
4207913308,13614.987299545188
42453177,14084.079894353501
42446934,12068.665689982792
42440567,12880.08421138553
42428434,14684.94077818866
42432605,15149.819303720982
42432127,14864.711067225071
3594715134,14611.141004244333
1506599377,11345.153819382784
42446066,11985.36349336776
42430295,12844.701770146072
42433644,13776.461290031744
1919595915,14453.834912967546
42449023,14192.797429621489
4298764923,13545.664931060859
42430136,14905.6797746738
42449991,13034.729058775585
889585049,17388.57173334855
42434172,11200.650875534175
1825841742,14168.624208129639
42451674,12770.276645407921
42442957,13051.64961006134
42445653,12162.166247047082
4892845897,14211.07435417332
42452365,14662.109912935211
42432464,12353.112761012417
42445656,11978.220377860906
42430205,15129.838530739922
1506591534,11446.256312295845
42437300,14075.475426884259
8224618706,12939.988486790759
1061531727,13089.279713249234
42448813,13016.40529487541
5607992554,12793.780016635024
42436484,13231.970365047306
42431207,11220.507199071057
42432703,14070.137850309884
1773076778,13806.413776242549
42459114,12617.905535952452
4215936667,13480.360743381487
4207854760,14926.121446651403
42442534,13128.694319872844
42444814,11754.537056320205
42453000,12994.592931989615
42430898,14022.314308126832
1061531525,14557.542695073573
42449918,12306.454610489345
595269619,15230.580717482717
4886228959,12695.38179161528
42444817,11599.757736176667
42436407,15344.300854011002
42427390,14896.668548393518
42433927,12900.224508691814
42442848,14286.39941295283
42425232,12492.86005089487
42428489,13784.131114323218
42430288,13002.619422315363
42452816,15291.463726418579
5799117244,14779.95493649685
42440721,13591.19503215635
42445736,12058.84906415239
42443680,12534.698626951778
373880031,16364.164445909868
42428728,13027.732987818797
6210777843,14810.981370201342
4202957549,14088.435849451416
42435680,14033.07533518331
4207854762,14933.678287087581
42437096,13342.235379236916
42453604,13653.04001716729
3579432161,11245.556627968828
4205440421,11639.392951609325
42428047,11726.844820296428
42432693,12934.691011394036
6819525294,12952.529998141767
4207978589,13960.354494065507
42446086,11580.30126890665
42445976,13412.563510377764
42439203,13169.454924732821
561035380,14134.800636238047
1061531717,12540.305905967274
42437108,13503.039994103267
42440459,12941.30383395688
42452975,13618.016827312185
42430298,12766.812090930222
42443621,12922.885841034358
5706569898,14457.599583251082
2821304138,15492.458984052799
2141026503,9961.512405615587
4207887847,14579.39193826122
8838254189,12143.056591324224
42443020,12955.610604724752
1061531631,12850.99485534798
42440729,13329.090656540777
593854257,15049.343783161214
42448735,11439.730492889825
42442906,12204.857702854333
42439563,13071.872648884151
4215909068,12765.195319211889
42427812,13631.4248480344
42430861,14115.06500637052
8842216739,11766.479232072184
42436056,15569.680155496819
4205805392,13428.490159046514
5475082079,11679.179094857855
42448593,15402.121143367633
42446036,12476.550074615247
4557517555,15184.129707079499
4491359481,13423.493608858265
42445027,14626.73280509307
42428782,12316.344309779612
42431037,14204.950928012184
42428634,14998.799418101516
42430872,13781.113746332805
42440326,12711.42996837188
4215941089,12016.571057402356
42432436,12601.671959669618
42428663,14498.421151835435
42436761,14938.757178281941
42444049,12464.127666124115
42425570,12262.637251428057
42436551,11659.075770189662
42442937,12438.287359569793
42434974,12110.1262914582
7801840675,12018.121825002632
8323051890,14719.940151788413
42421803,13832.859941947827
596776120,12412.351027915745
42421806,14105.904384710371
2141026523,10856.82436112249
1061531504,13168.758642631417
6262915547,15721.399066834152
42424439,12582.93543616566
42453310,13095.253538635556
1061531566,14895.038651870946
5266458373,11183.395254971787
42440350,15385.432079688098
4207884931,14689.497407937732
42449187,12792.500834567014
42435509,12246.293597162623
42439533,15083.030311381868
42438881,13252.087464336142
42432847,12871.086661271385
42432861,12805.094905202592
4207683804,12014.099879772852
42428480,13888.172869152728
6997311897,12480.936774432379
42436935,14381.708776867996
42442432,15040.128203770095
42427477,14318.010195143535
42440825,14793.973080010961
42449314,11912.806677434974
42428964,13704.035378835115
4145434709,16485.908149526625
4207731297,14411.165465128037
42428760,12635.152034946888
42443613,13103.075045122649
4207779533,10394.416703572622
42435675,13874.000717564417
4215905389,13299.929601989477
42436753,12149.16683114457
4886239171,12621.7825604319
42430886,13655.225744830737
42445382,11826.220048860241
42439395,12552.622670869992
42446701,12611.73021484317
42445365,12217.965421461613
42442415,14611.640153904093
42423752,12626.629031349825
596775941,12955.820409160096
42428037,12120.622053219406
42446622,16048.422503312577
4149936235,16149.910949507754
1773076514,13649.181997730531
42421996,13580.657831982933
4207779532,10094.570970033103
3395083621,9629.189610795527
42445037,14472.129638162496
3891960758,15211.401157774682
2711029280,12576.42027072594
42445733,12223.49647882869
42448257,12595.908808824246
42442638,12880.233735266467
42431078,13731.562407653179
42428471,14074.543770166614
42458313,14118.880438512404
42449963,12966.134320816262
42422006,14000.90466941166
7956044490,14726.193116620077
4205440399,10554.742817710385
5475605297,12823.241134090193
42435646,13069.248914723563
5706569905,15070.378351082787
4207854757,15079.754863046664
4205805397,13463.200066992475
593915303,14111.62698085234
4207932666,14578.469130315621
42428610,14814.564728927513
42443844,15216.893660620313
42430394,13491.409890705461
4207957615,14296.76803579763
1918039904,14103.580951136817
42430320,12913.198490621424
1773084402,14111.267753498738
42429394,15241.966732257839
42437967,13776.873411502249
42445649,12444.556537762077
42427146,14659.91469648552
42449886,13578.815427257248
596776057,13398.575026200098
42428858,11207.919109041268
3718672443,14422.772782536409
42439559,13065.53929934416
42443054,11323.764222559497
7369969942,12926.143695783661
3891963915,15434.397025684055
5706568625,14304.873856240718
4207716486,10589.927700855069
42427133,14199.289223343332
1061531596,12929.1094346908
42443388,12946.632572808965
42444457,8916.914803872565
42445494,14531.355043266081
42450071,9496.569578967179
42449961,13126.109817236851
4443775465,13473.826269547262
42446521,13946.221754094262
42430056,13128.585918853249
42433564,13720.286202529434
4207786968,11210.112688288438
3564892571,14939.215617203705
42430818,14939.938294090878
42428714,13279.043006875623
2141026532,10792.831884602927
42429688,13108.895708824097
42429017,15190.226792011494
42442247,14085.594018810765
42440545,14837.870184036135
42440935,15087.372898291625
42443615,12807.80745202781
4215812466,8849.548663528254
1722116498,15197.237739347713
42430371,13894.18539147983
591995273,14544.681433138205
449581964,13305.196477425561
42445374,11906.638661469176
42436411,15267.558659881757
42434142,14176.015885408699
42439561,12911.002492244414
42444829,13965.851186635318
4202899499,13739.034918817175
7956044496,14391.500764954495
4207101889,13271.969613681667
42438362,13640.20052669349
4597668039,13253.733230802809
42431015,14933.37480157322
42432444,12135.070665528148
42436336,15287.280232311
7818397400,13691.860014639806
4207957614,14186.166543623605
42430255,14174.55122012184
42445748,11739.160835867493
7816666405,16589.43904609884
42422283,14977.324786707954
42436914,12887.018921123556
42439964,13029.888983218209
42428032,12287.612392759249
4207892895,13543.914514710346
1918039901,14217.59007345458
42449021,14173.966215983979
42434201,14097.260716268109
42428524,16339.723212446594
100522741,12689.620820268043
42428674,14083.93359296575
42446668,13868.082582525478
1061531707,14479.474344742912
42430060,13147.688502997507
42446070,11906.004149669603
42449685,11975.519284892976
42445757,12109.722423966308
42433229,15078.572915351497
42432184,13735.468941756893
42449932,11587.248
42444414,15722.162857399273
42447208,9080.711746564397
42421749,12596.098820069896
1918039864,14078.565502915757
4215596089,13173.58034910201
42428374,15968.199820551672
42435420,13277.017519009998
42456543,13243.860991199886
42435522,12514.93002941065
42439972,13186.977052921262
42428223,12990.229006704052
42433275,15016.06464155103
595245920,15146.597825863679
42443373,13104.88816428513
42439486,9793.259046670111
2974462027,15008.27540390188
42432594,14388.283107811762
42452882,12980.82716619091
596776103,12079.669272463621
42438173,13175.15265326381
1061531597,15006.59681365732
42438859,14405.004678535184
42434168,11501.19428918203
42447020,12788.74923844148
42440960,14794.606820190445
4207854754,15065.134332200705
42452310,16277.628439734954
42437916,11995.324821117216
4215940685,12339.316242837092
596776046,13310.778534054589
42430358,13643.881238744856
42442107,15981.84468158209
42436779,14630.891909324531
42443050,11577.781537311279
42445823,10545.057848265948
42447144,11834.206867910658
2481877071,10034.241547239799
3584752508,14533.166047178178
42459137,12799.957019653451
3308681106,14223.363486706203
486867490,13250.187601141968
7641820936,13275.832081301996
42435633,13709.492841202988
