id,ptime,dtime,plat,plong,node_id
2013000048,2013-01-17 06:00:00,2013-01-17 06:26:00,40.760319,-73.981354,42430358
2013021724,2013-01-17 06:00:01,2013-01-17 06:26:41,40.761204,-73.966057,4288677093
2013027654,2013-01-17 06:00:02,2013-01-17 06:28:14,40.771122,-73.947258,371206271
2013025671,2013-01-17 06:00:08,2013-01-17 06:26:15,40.756447,-73.986664,42439981
2013004976,2013-01-17 06:00:45,2013-01-17 06:19:49,40.745674,-73.972343,3834459529
2013021824,2013-01-17 06:01:00,2013-01-17 06:27:00,40.734356,-73.998985,42421882
2013020151,2013-01-17 06:01:00,2013-01-17 06:28:00,40.767891,-73.984718,4207837427
2013016803,2013-01-17 06:01:00,2013-01-17 06:29:00,40.795036,-73.96595,42443403
2013020717,2013-01-17 06:01:54,2013-01-17 06:32:54,40.771729,-73.982162,42428579
2013026836,2013-01-17 06:02:04,2013-01-17 06:33:53,40.782425,-73.971458,42433564
2013012049,2013-01-17 06:02:36,2013-01-17 06:36:40,40.715122,-74.01619,42446849
2013026707,2013-01-17 06:02:48,2013-01-17 06:26:21,40.744244,-73.995987,42437890
2013010447,2013-01-17 06:03:00,2013-01-17 06:33:00,40.70536,-74.008224,42442107
2013012948,2013-01-17 06:03:00,2013-01-17 06:26:00,40.756191,-73.971443,42449956
2013025348,2013-01-17 06:03:22,2013-01-17 06:33:39,40.785431,-73.976654,6929267014
2013020575,2013-01-17 06:03:43,2013-01-17 06:30:42,40.761688,-73.979225,42430367
2013017171,2013-01-17 06:03:45,2013-01-17 06:30:53,40.75742,-73.983795,42430344
2013020460,2013-01-17 06:04:00,2013-01-17 06:35:00,40.761875,-73.978477,4207938835
2013012844,2013-01-17 06:04:00,2013-01-17 06:30:00,40.766418,-73.978523,42423674
2013014178,2013-01-17 06:04:00,2013-01-17 06:29:00,40.764118,-73.979279,42431549
2013020686,2013-01-17 06:04:13,2013-01-17 06:28:51,40.755932,-73.973534,42438889
2013029805,2013-01-17 06:04:26,2013-01-17 06:44:35,40.781357,-73.949348,42443046
2013011251,2013-01-17 06:04:58,2013-01-17 06:34:58,40.758617,-73.992424,42437368
2013025654,2013-01-17 06:05:25,2013-01-17 06:35:43,40.758183,-73.985374,5475605303
2013020395,2013-01-17 06:05:51,2013-01-17 06:36:21,40.732395,-74.007874,42436129
2013014332,2013-01-17 06:06:00,2013-01-17 06:32:00,40.742001,-74.004074,4557517552
2013020031,2013-01-17 06:06:02,2013-01-17 06:28:08,40.746113,-73.979095,42445374
2013014477,2013-01-17 06:06:30,2013-01-17 06:29:24,40.775749,-73.950111,4215941089
2013025397,2013-01-17 06:06:42,2013-01-17 06:33:48,40.761364,-73.982491,5475605302
2013012809,2013-01-17 06:06:44,2013-01-17 06:31:39,40.730793,-73.983002,42436943
2013020323,2013-01-17 06:07:11,2013-01-17 06:35:06,40.735332,-74.000435,42432199
2013012859,2013-01-17 06:07:31,2013-01-17 06:30:53,40.750916,-73.974045,42449945
2013014509,2013-01-17 06:08:00,2013-01-17 06:38:00,40.76767,-73.981018,4347550074
2013013354,2013-01-17 06:08:00,2013-01-17 06:40:00,40.769077,-73.969444,42437423
2013020608,2013-01-17 06:08:00,2013-01-17 06:36:00,40.708057,-74.006157,42433330
2013011641,2013-01-17 06:08:00,2013-01-17 06:38:00,40.794594,-73.966316,42443403
2013012310,2013-01-17 06:08:30,2013-01-17 06:36:46,40.814476,-73.959267,42421857
2013021072,2013-01-17 06:08:40,2013-01-17 06:37:56,40.754395,-73.994255,42444964
2013028900,2013-01-17 06:09:00,2013-01-17 06:31:00,40.7761,-73.949989,4215941089
2013013818,2013-01-17 06:09:00,2013-01-17 06:39:00,40.762299,-73.979073,42430371
2013011840,2013-01-17 06:09:00,2013-01-17 06:41:00,40.783974,-73.974159,42433565
2013011951,2013-01-17 06:09:00,2013-01-17 06:38:00,40.756142,-73.974197,42438886
