id,ptime,dtime,plat,plong,node_id
2013012447,2013-01-29 06:00:00,2013-01-29 06:31:00,40.755817,-73.993034,42444985
2013020439,2013-01-29 06:00:16,2013-01-29 06:36:25,40.716709,-74.013458,246866830
2013000704,2013-01-29 06:00:40,2013-01-29 06:22:09,40.752911,-73.970047,42442948
2013011146,2013-01-29 06:01:00,2013-01-29 06:24:00,40.753635,-73.968506,42442949
2013020782,2013-01-29 06:01:00,2013-01-29 06:44:00,40.745113,-73.998657,4205565533
2013015512,2013-01-29 06:01:57,2013-01-29 06:29:18,40.756607,-73.980576,42434072
2013020793,2013-01-29 06:02:00,2013-01-29 06:30:00,40.740582,-73.979561,42442895
2013032024,2013-01-29 06:02:00,2013-01-29 06:33:00,40.75489,-73.964073,8224618706
2013014331,2013-01-29 06:02:00,2013-01-29 06:27:00,40.754631,-73.973015,42446986
2013029346,2013-01-29 06:03:00,2013-01-29 06:29:00,40.745296,-73.975296,42434965
2013031293,2013-01-29 06:03:00,2013-01-29 06:33:00,40.761238,-73.997688,7280430895
2013013892,2013-01-29 06:03:11,2013-01-29 06:33:06,40.758015,-73.974365,5475605299
2013020203,2013-01-29 06:03:36,2013-01-29 06:40:47,40.774166,-73.988838,42430983
2013020992,2013-01-29 06:03:54,2013-01-29 06:35:23,40.702187,-74.013016,42426747
2013011013,2013-01-29 06:04:54,2013-01-29 06:27:39,40.749798,-73.978271,42445653
2013015216,2013-01-29 06:05:22,2013-01-29 06:31:26,40.749577,-73.985405,42434946
2013011578,2013-01-29 06:05:23,2013-01-29 06:26:21,40.748943,-73.972908,42432464
2013020525,2013-01-29 06:05:24,2013-01-29 06:30:10,40.784283,-73.947731,42443054
2013008839,2013-01-29 06:06:00,2013-01-29 06:38:00,40.793743,-73.970512,42442534
2013012166,2013-01-29 06:07:00,2013-01-29 06:41:00,40.738361,-74.00972,42453477
2013012639,2013-01-29 06:07:00,2013-01-29 06:39:00,40.760326,-73.96524,42442961
2013016607,2013-01-29 06:07:00,2013-01-29 06:49:00,40.756176,-73.971886,42446991
2013012121,2013-01-29 06:07:00,2013-01-29 06:36:00,40.75597,-73.980232,42432693
2013012665,2013-01-29 06:07:06,2013-01-29 06:35:24,40.752132,-73.967094,248708583
2013025882,2013-01-29 06:08:00,2013-01-29 06:34:00,40.784863,-73.949402,42450044
2013019420,2013-01-29 06:08:07,2013-01-29 06:39:51,40.762287,-73.986481,42435684
2013011072,2013-01-29 06:08:19,2013-01-29 06:38:45,40.736294,-74.001259,42430828
2013014450,2013-01-29 06:10:09,2013-01-29 06:45:26,40.785816,-73.980164,42431024
2013014577,2013-01-29 06:10:18,2013-01-29 06:37:36,40.805996,-73.953857,42435775
2013020270,2013-01-29 06:10:25,2013-01-29 06:43:18,40.774982,-73.988174,4207854760
2013020715,2013-01-29 06:10:35,2013-01-29 06:43:42,40.707523,-74.006104,42429353
2013013391,2013-01-29 06:11:00,2013-01-29 06:39:00,40.784107,-73.950241,42444500
2013013100,2013-01-29 06:11:04,2013-01-29 06:44:58,40.744247,-73.99926,5849918502
2013014369,2013-01-29 06:12:00,2013-01-29 06:49:00,40.748123,-73.980545,42458333
2013020609,2013-01-29 06:13:00,2013-01-29 06:40:00,40.735538,-73.979439,42451787
2013020167,2013-01-29 06:13:32,2013-01-29 06:43:13,40.735252,-73.998299,42430247
2013007565,2013-01-29 06:14:00,2013-01-29 06:50:00,40.743721,-73.983505,42436748
2013015553,2013-01-29 06:14:21,2013-01-29 06:55:04,40.806969,-73.964684,42428814
2013020017,2013-01-29 06:15:00,2013-01-29 06:45:00,40.723686,-73.983589,42455083
2013020821,2013-01-29 06:15:00,2013-01-29 06:41:00,40.751236,-73.973305,42449947
2013030109,2013-01-29 06:15:31,2013-01-29 06:55:17,40.775562,-73.981873,1061531787
2013013835,2013-01-29 06:16:00,2013-01-29 06:47:00,40.781773,-73.945755,42444506
2013012647,2013-01-29 06:16:00,2013-01-29 06:46:00,40.775726,-73.956215,42450025
2013011029,2013-01-29 06:16:35,2013-01-29 06:44:52,40.726486,-73.989235,42442848
2013028950,2013-01-29 06:17:01,2013-01-29 06:48:47,40.793648,-73.967125,42443388
2013010837,2013-01-29 06:17:20,2013-01-29 06:53:30,40.76022,-73.966965,6680686985
2013011576,2013-01-29 06:18:00,2013-01-29 06:49:00,40.778797,-73.947899,42436551
2013028433,2013-01-29 06:18:02,2013-01-29 06:51:06,40.759727,-73.966064,5610570649
2013013767,2013-01-29 06:18:19,2013-01-29 06:52:02,40.768509,-73.986481,4207837427
2013004627,2013-01-29 06:18:47,2013-01-29 06:51:44,40.754234,-73.986176,42428277
2013020997,2013-01-29 06:19:00,2013-01-29 06:58:00,40.772568,-73.955681,42436921
2013025362,2013-01-29 06:19:52,2013-01-29 06:52:59,40.759174,-73.963669,42423565
2013005150,2013-01-29 06:21:00,2013-01-29 06:57:00,40.80125,-73.96772,1061531654
2013028723,2013-01-29 06:21:17,2013-01-29 07:02:40,40.78513,-73.980606,42421776
2013023175,2013-01-29 06:21:25,2013-01-29 06:45:47,40.748966,-73.97226,42432464
2013028412,2013-01-29 06:21:45,2013-01-29 07:01:06,40.761456,-73.983986,42428308
2013013584,2013-01-29 06:22:00,2013-01-29 06:46:00,40.750458,-73.972191,4207912629
2013020170,2013-01-29 06:22:07,2013-01-29 07:02:40,40.709015,-74.017006,42440628
2013012031,2013-01-29 06:23:00,2013-01-29 06:57:00,40.77832,-73.958611,596776074
2013014789,2013-01-29 06:23:25,2013-01-29 06:58:46,40.773773,-73.961639,42454691
2013012625,2013-01-29 06:23:50,2013-01-29 07:08:36,40.759144,-73.994354,42434439
2013025671,2013-01-29 06:23:51,2013-01-29 07:02:07,40.760521,-73.984261,42428307
2013013988,2013-01-29 06:24:00,2013-01-29 06:55:00,40.742752,-73.996597,42439836
2013012056,2013-01-29 06:24:05,2013-01-29 06:51:50,40.757938,-73.96595,42442959
2013012159,2013-01-29 06:24:46,2013-01-29 07:06:20,40.777023,-73.977066,4207887847
2013020502,2013-01-29 06:25:00,2013-01-29 06:56:43,40.755878,-73.983742,42430338
2013028905,2013-01-29 06:25:29,2013-01-29 07:01:10,40.719734,-74.010178,42436055
2013020656,2013-01-29 06:25:31,2013-01-29 06:59:19,40.77232,-73.960831,42430060
2013012045,2013-01-29 06:25:35,2013-01-29 06:58:09,40.740341,-74.003876,42429390
2013012036,2013-01-29 06:26:00,2013-01-29 06:56:00,40.755501,-73.968895,42440465
2013014629,2013-01-29 06:26:00,2013-01-29 07:10:00,40.787647,-73.977402,42428670
2013014477,2013-01-29 06:26:03,2013-01-29 06:54:12,40.77227,-73.949707,42428022
2013011423,2013-01-29 06:26:06,2013-01-29 07:01:06,40.710491,-74.014946,7816666406
