id,ptime,dtime,plat,plong,node_id
2013015035,2013-01-15 06:00:00,2013-01-15 06:24:00,40.744122,-73.983673,4597668043
2013011665,2013-01-15 06:00:00,2013-01-15 06:35:00,40.797829,-73.971397,42431107
2013020614,2013-01-15 06:00:17,2013-01-15 06:23:23,40.752228,-73.978226,42443804
2013026777,2013-01-15 06:00:49,2013-01-15 06:35:47,40.764847,-73.975319,42430390
2013012447,2013-01-15 06:01:00,2013-01-15 06:27:00,40.747673,-74.000458,42444928
2013012043,2013-01-15 06:01:00,2013-01-15 06:23:54,40.737095,-73.988518,42437280
2013025261,2013-01-15 06:01:45,2013-01-15 06:28:48,40.735081,-73.997391,42430247
2013025461,2013-01-15 06:02:04,2013-01-15 06:27:15,40.732403,-73.980888,685164631
2013020073,2013-01-15 06:03:04,2013-01-15 06:27:52,40.776787,-73.946609,42428039
2013020817,2013-01-15 06:04:00,2013-01-15 06:43:00,40.786018,-73.979927,42431027
2013004542,2013-01-15 06:04:00,2013-01-15 06:24:00,40.802197,-73.933571,3786728678
2013020069,2013-01-15 06:04:10,2013-01-15 06:23:04,40.745407,-73.97702,42445382
2013015103,2013-01-15 06:04:33,2013-01-15 06:37:12,40.766899,-73.953491,42428007
2013011843,2013-01-15 06:04:34,2013-01-15 06:43:57,40.773888,-73.957924,42436919
2013020483,2013-01-15 06:04:56,2013-01-15 06:39:15,40.736607,-73.994232,42440710
2013030504,2013-01-15 06:05:00,2013-01-15 06:41:00,40.761089,-73.986687,42435680
2013025507,2013-01-15 06:05:38,2013-01-15 06:39:27,40.762371,-73.990211,42443532
2013012492,2013-01-15 06:06:00,2013-01-15 06:37:00,40.760906,-73.961266,42436531
2013030530,2013-01-15 06:06:00,2013-01-15 06:38:00,40.770622,-73.956482,42430068
2013014500,2013-01-15 06:07:00,2013-01-15 06:30:00,40.748901,-73.977913,42446945
2013011180,2013-01-15 06:07:00,2013-01-15 06:46:00,40.774254,-73.977364,7802856372
2013010942,2013-01-15 06:07:13,2013-01-15 06:30:37,40.744835,-73.987625,42438544
2013020545,2013-01-15 06:07:37,2013-01-15 06:29:45,40.743114,-73.972076,42445392
2013020635,2013-01-15 06:08:00,2013-01-15 06:43:00,40.762337,-73.978294,42430371
2013014814,2013-01-15 06:08:00,2013-01-15 06:36:00,40.770351,-73.954231,42454701
2013012280,2013-01-15 06:08:09,2013-01-15 06:29:07,40.753036,-73.970032,42442948
2013013538,2013-01-15 06:08:27,2013-01-15 06:35:36,40.786366,-73.948517,42450048
2013030538,2013-01-15 06:09:00,2013-01-15 06:43:00,40.722427,-73.997124,42442247
2013011340,2013-01-15 06:09:00,2013-01-15 06:38:00,40.738331,-73.991257,42429657
2013013697,2013-01-15 06:09:26,2013-01-15 06:32:16,40.757435,-73.964729,42448390
2013028961,2013-01-15 06:10:00,2013-01-15 06:45:00,40.757015,-73.965408,6164008209
2013020231,2013-01-15 06:10:06,2013-01-15 06:52:05,40.716808,-74.012688,42431626
2013012651,2013-01-15 06:10:12,2013-01-15 06:52:42,40.766342,-73.978172,42423674
2013021446,2013-01-15 06:10:18,2013-01-15 06:44:28,40.744919,-73.998428,4205565533
2013012327,2013-01-15 06:11:00,2013-01-15 06:37:00,40.780148,-73.945557,8828140385
2013030540,2013-01-15 06:11:04,2013-01-15 06:43:54,40.762321,-73.976692,42430375
2013027592,2013-01-15 06:11:08,2013-01-15 06:45:34,40.770325,-73.960892,42438800
2013015906,2013-01-15 06:11:42,2013-01-15 06:50:37,40.729649,-73.978607,42439001
2013014711,2013-01-15 06:11:46,2013-01-15 06:51:24,40.79995,-73.970001,42431113
2013020558,2013-01-15 06:12:00,2013-01-15 06:48:00,40.761524,-73.984062,42428308
2013010771,2013-01-15 06:12:16,2013-01-15 06:38:31,40.764481,-73.973465,4347534767
2013012528,2013-01-15 06:13:04,2013-01-15 06:39:56,40.757828,-73.96595,42442959
2013013829,2013-01-15 06:13:21,2013-01-15 06:42:58,40.745449,-73.982483,42456568
2013020523,2013-01-15 06:13:28,2013-01-15 06:48:50,40.778782,-73.977348,4207884931
2013015852,2013-01-15 06:14:00,2013-01-15 06:43:00,40.794155,-73.939987,42443077
2013013567,2013-01-15 06:14:00,2013-01-15 06:47:00,40.74868,-73.98909,42430295
2013014524,2013-01-15 06:14:00,2013-01-15 06:51:00,40.740952,-74.007729,42429412
2013013665,2013-01-15 06:14:58,2013-01-15 06:53:53,40.758751,-73.975227,42440453
2013030456,2013-01-15 06:15:00,2013-01-15 06:52:00,40.723396,-74.008125,42436014
2013020518,2013-01-15 06:15:00,2013-01-15 06:51:00,40.756348,-73.986763,42437363
2013028927,2013-01-15 06:15:00,2013-01-15 06:51:00,40.732746,-73.974739,42439191
2013019898,2013-01-15 06:15:44,2013-01-15 06:50:28,40.746983,-73.984787,42443680
2013021364,2013-01-15 06:16:00,2013-01-15 06:59:00,40.715328,-74.016518,42445286
2013026161,2013-01-15 06:16:24,2013-01-15 06:48:50,40.749355,-73.984283,42434946
