id,ptime,dtime,plat,plong,node_id
2013022374,2013-02-22 06:00:00,2013-02-22 06:22:00,40.744659,-73.975716,4207683803
2013013328,2013-02-22 06:00:00,2013-02-22 06:21:00,40.802776,-73.933632,42443116
2013020410,2013-02-22 06:00:17,2013-02-22 06:27:20,40.731548,-74.003975,8959133939
2013011006,2013-02-22 06:01:00,2013-02-22 06:26:00,40.778301,-73.948448,42445748
2013031369,2013-02-22 06:01:00,2013-02-22 06:29:00,40.771542,-73.95919,42430063
2013027244,2013-02-22 06:02:00,2013-02-22 06:30:00,40.756042,-73.986572,42428287
2013015979,2013-02-22 06:02:00,2013-02-22 06:25:00,40.722298,-73.99752,42442247
2013030692,2013-02-22 06:02:00,2013-02-22 06:35:00,40.77367,-73.985367,42442410
2013004420,2013-02-22 06:02:00,2013-02-22 06:34:00,40.767914,-73.983459,2698702581
2013020518,2013-02-22 06:02:00,2013-02-22 06:30:00,40.758064,-73.974831,5475605299
2013023094,2013-02-22 06:02:00,2013-02-22 06:33:00,40.738117,-74.008171,42454758
2013008764,2013-02-22 06:02:00,2013-02-22 06:30:00,40.764118,-73.975464,42427764
2013025555,2013-02-22 06:02:13,2013-02-22 06:29:37,40.771713,-73.958893,42430063
2013019915,2013-02-22 06:02:17,2013-02-22 06:29:43,40.736191,-73.997849,42430249
2013012792,2013-02-22 06:02:22,2013-02-22 06:34:25,40.783958,-73.977753,42421772
2013012213,2013-02-22 06:03:00,2013-02-22 06:25:00,40.752262,-73.977943,561042203
2013010676,2013-02-22 06:03:00,2013-02-22 06:26:00,40.745613,-73.972183,42422899
2013019923,2013-02-22 06:03:00,2013-02-22 06:32:00,40.729965,-73.98912,42443298
2013020658,2013-02-22 06:03:05,2013-02-22 06:32:47,40.764706,-73.981873,42428321
2013010376,2013-02-22 06:03:36,2013-02-22 06:33:12,40.751534,-73.984726,4207937591
2013007956,2013-02-22 06:03:47,2013-02-22 06:33:06,40.738392,-73.985474,42438174
2013010624,2013-02-22 06:04:00,2013-02-22 06:37:00,40.785015,-73.976913,42433567
2013006615,2013-02-22 06:04:00,2013-02-22 06:34:00,40.746891,-73.997269,42435632
2013013386,2013-02-22 06:04:00,2013-02-22 06:29:00,40.764286,-73.973099,5706568771
2013014954,2013-02-22 06:04:00,2013-02-22 06:24:00,40.736225,-73.978912,387184869
2013019931,2013-02-22 06:04:03,2013-02-22 06:29:25,40.728149,-74.002876,3891963913
2013020258,2013-02-22 06:04:05,2013-02-22 06:30:39,40.744823,-73.991974,42430277
2013008120,2013-02-22 06:04:12,2013-02-22 06:32:25,40.756012,-73.994331,42433625
2013028498,2013-02-22 06:04:22,2013-02-22 06:30:43,40.744457,-73.984535,42436746
2013007408,2013-02-22 06:04:28,2013-02-22 06:30:04,40.78392,-73.950569,42444500
2013012221,2013-02-22 06:04:47,2013-02-22 06:34:02,40.765106,-73.984116,4207815981
2013021080,2013-02-22 06:04:55,2013-02-22 06:33:52,40.76263,-73.96537,42436519
2013032561,2013-02-22 06:05:00,2013-02-22 06:33:00,40.765808,-73.959473,42431681
2013008175,2013-02-22 06:05:00,2013-02-22 06:36:00,40.798973,-73.968513,1061531815
2013011857,2013-02-22 06:05:00,2013-02-22 06:28:00,40.775265,-73.956474,42450025
2013019893,2013-02-22 06:05:33,2013-02-22 06:27:52,40.724602,-73.98381,42453175
2013010955,2013-02-22 06:05:33,2013-02-22 06:33:06,40.742661,-73.996468,42439836
2013020780,2013-02-22 06:06:00,2013-02-22 06:35:00,40.774685,-73.963432,42446013
2013000835,2013-02-22 06:06:00,2013-02-22 06:27:00,40.744347,-73.973053,42434974
2013012067,2013-02-22 06:06:00,2013-02-22 06:30:00,40.751347,-73.976845,42432444
2013013402,2013-02-22 06:06:00,2013-02-22 06:34:00,40.771065,-73.947586,42438513
2013016304,2013-02-22 06:06:29,2013-02-22 06:36:58,40.756264,-73.99218,5916783969
2013020932,2013-02-22 06:06:31,2013-02-22 06:32:25,40.736752,-73.988815,42437021
2013020792,2013-02-22 06:07:00,2013-02-22 06:31:00,40.756371,-73.964287,42455963
2013011401,2013-02-22 06:07:00,2013-02-22 06:33:00,40.725765,-73.989716,42437333
2013012352,2013-02-22 06:07:23,2013-02-22 06:37:59,40.760887,-73.970207,42443613
2013000088,2013-02-22 06:07:27,2013-02-22 06:40:56,40.717888,-74.014671,42431635
2013013138,2013-02-22 06:07:37,2013-02-22 06:37:11,40.761543,-73.978256,4207938835
2013012719,2013-02-22 06:08:00,2013-02-22 06:32:45,40.756664,-73.974663,596775867
2013030353,2013-02-22 06:08:33,2013-02-22 06:41:49,40.746593,-73.983963,42445899
2013020310,2013-02-22 06:08:40,2013-02-22 06:37:58,40.792988,-73.965515,7801775726
