id,ptime,dtime,plat,plong,node_id
2013026041,2013-01-11 06:00:00,2013-01-11 06:28:00,40.766586,-73.96505,42447069
2013026725,2013-01-11 06:00:27,2013-01-11 06:27:51,40.736568,-73.98204,1692450029
2013018212,2013-01-11 06:01:38,2013-01-11 06:34:17,40.787701,-73.967491,42431447
2013020120,2013-01-11 06:01:45,2013-01-11 06:28:16,40.806564,-73.964928,561035335
2013010221,2013-01-11 06:02:12,2013-01-11 06:28:53,40.750267,-73.987999,4886228959
2013011959,2013-01-11 06:02:38,2013-01-11 06:27:02,40.757042,-73.986755,42439981
2013020262,2013-01-11 06:03:00,2013-01-11 06:29:00,40.756275,-73.993408,42444985
2013004965,2013-01-11 06:03:06,2013-01-11 06:24:52,40.74596,-73.978355,42445378
2013029576,2013-01-11 06:03:40,2013-01-11 06:26:52,40.749016,-73.979568,42449683
2013003725,2013-01-11 06:04:00,2013-01-11 06:42:00,40.778393,-73.985611,42431000
2013012552,2013-01-11 06:04:00,2013-01-11 06:32:00,40.728355,-73.981575,42454997
2013025586,2013-01-11 06:04:22,2013-01-11 06:35:41,40.733448,-74.003731,42431802
2013011162,2013-01-11 06:04:46,2013-01-11 06:27:15,40.748764,-73.979103,42449683
2013020561,2013-01-11 06:04:48,2013-01-11 06:35:49,40.783092,-73.974365,42443280
2013010777,2013-01-11 06:04:50,2013-01-11 06:32:33,40.779552,-73.953613,42450030
2013013490,2013-01-11 06:05:00,2013-01-11 06:38:00,40.727482,-74.007324,42436364
2013013261,2013-01-11 06:05:00,2013-01-11 06:39:00,40.709583,-74.015404,5815234915
2013013818,2013-01-11 06:05:00,2013-01-11 06:34:00,40.753845,-73.971825,42449954
2013020971,2013-01-11 06:05:00,2013-01-11 06:31:00,40.747448,-73.98896,8959187725
2013026705,2013-01-11 06:05:24,2013-01-11 06:41:59,40.774025,-73.98233,42428595
2013020827,2013-01-11 06:05:34,2013-01-11 06:39:16,40.763596,-73.992577,42443534
2013012671,2013-01-11 06:05:41,2013-01-11 06:34:43,40.752571,-73.976868,100521831
2013009945,2013-01-11 06:05:56,2013-01-11 06:34:57,40.749664,-73.971504,6997311897
2013011765,2013-01-11 06:06:00,2013-01-11 06:34:00,40.763287,-73.981438,42440015
2013012482,2013-01-11 06:07:12,2013-01-11 06:34:12,40.770527,-73.960114,42438800
2013020614,2013-01-11 06:07:15,2013-01-11 06:43:26,40.752026,-73.97879,42443804
2013014477,2013-01-11 06:07:41,2013-01-11 06:32:09,40.773502,-73.948921,42428027
2013020081,2013-01-11 06:08:00,2013-01-11 06:35:00,40.75246,-73.974449,42446977
2013016112,2013-01-11 06:08:00,2013-01-11 06:34:00,40.760448,-73.964394,7641360304
2013012248,2013-01-11 06:08:00,2013-01-11 06:36:00,40.728497,-74.000069,1692433932
2013002605,2013-01-11 06:08:00,2013-01-11 06:32:00,40.733791,-73.990913,42428491
2013012485,2013-01-11 06:08:06,2013-01-11 06:33:41,40.745979,-73.984467,42445896
2013025285,2013-01-11 06:08:38,2013-01-11 06:39:35,40.704659,-74.009438,42427956
2013001348,2013-01-11 06:08:45,2013-01-11 06:34:57,40.777351,-73.954376,42435514
2013020370,2013-01-11 06:09:00,2013-01-11 06:37:00,40.730965,-73.979828,42439006
2013014861,2013-01-11 06:09:16,2013-01-11 06:38:28,40.732807,-73.997627,42437951
2013012409,2013-01-11 06:09:32,2013-01-11 06:34:18,40.768585,-73.955399,42438805
2013011151,2013-01-11 06:10:00,2013-01-11 06:34:00,40.713821,-74.003304,4561384853
2013020645,2013-01-11 06:10:30,2013-01-11 06:35:20,40.763966,-73.978722,42430378
2013020030,2013-01-11 06:11:00,2013-01-11 06:41:00,40.779636,-73.973412,42424225
2013010209,2013-01-11 06:11:15,2013-01-11 06:43:50,40.714867,-74.016205,42446854
2013020753,2013-01-11 06:12:00,2013-01-11 06:44:00,40.742508,-73.994316,42430269
2013015677,2013-01-11 06:12:05,2013-01-11 06:43:22,40.719807,-74.010223,42436056
2013010770,2013-01-11 06:12:41,2013-01-11 06:49:45,40.759151,-73.994797,4207932664
2013009044,2013-01-11 06:14:00,2013-01-11 06:41:00,40.75753,-73.989395,5849918504
2013012980,2013-01-11 06:15:00,2013-01-11 06:42:00,40.744297,-74.002029,42427386
2013020183,2013-01-11 06:15:00,2013-01-11 06:48:00,40.790195,-73.977043,42431044
2013012074,2013-01-11 06:15:27,2013-01-11 06:38:00,40.737965,-73.97802,2562399793
2013025653,2013-01-11 06:15:54,2013-01-11 06:49:56,40.764244,-73.966827,42447030
2013020305,2013-01-11 06:16:12,2013-01-11 06:42:29,40.746597,-73.984367,42445899
2013020230,2013-01-11 06:16:31,2013-01-11 06:42:17,40.781063,-73.951996,42444817
2013021039,2013-01-11 06:16:43,2013-01-11 06:49:07,40.741753,-74.003578,4557517552
2013011190,2013-01-11 06:17:00,2013-01-11 06:46:00,40.701885,-74.011711,42431902
2013015808,2013-01-11 06:17:02,2013-01-11 06:46:53,40.735771,-74.001892,42433272
2013016897,2013-01-11 06:17:16,2013-01-11 06:45:44,40.724403,-73.984795,42455051
2013020993,2013-01-11 06:17:26,2013-01-11 06:45:53,40.747543,-73.988052,42428232
