id,ptime,dtime,plat,plong,node_id
2013020345,2013-02-08 06:00:06,2013-02-08 06:29:40,40.764248,-73.978653,42430378
2013027127,2013-02-08 06:00:22,2013-02-08 06:25:28,40.749146,-73.979485,42449683
2013012221,2013-02-08 06:00:39,2013-02-08 06:32:32,40.737385,-73.988686,4597668026
2013016684,2013-02-08 06:01:00,2013-02-08 06:29:00,40.745811,-73.990738,42430282
2013030874,2013-02-08 06:01:00,2013-02-08 06:33:00,40.815247,-73.958893,42428858
2013029552,2013-02-08 06:01:00,2013-02-08 06:26:00,40.751366,-73.973099,42449947
2013029390,2013-02-08 06:01:00,2013-02-08 06:35:00,40.775269,-73.984192,42429999
2013019354,2013-02-08 06:01:00,2013-02-08 06:30:00,40.711498,-74.008911,42428391
2013012387,2013-02-08 06:01:00,2013-02-08 06:29:00,40.760857,-73.969269,42432847
2013027268,2013-02-08 06:01:15,2013-02-08 06:33:39,40.761681,-73.988197,6210777838
2013012754,2013-02-08 06:02:00,2013-02-08 06:34:00,40.75515,-73.980141,42443556
2013020486,2013-02-08 06:02:00,2013-02-08 06:30:00,40.747066,-73.981308,3786901743
2013032445,2013-02-08 06:02:00,2013-02-08 06:25:00,40.750809,-73.971573,42442939
2013008045,2013-02-08 06:02:00,2013-02-08 06:28:00,40.716961,-73.995552,4202950101
2013021769,2013-02-08 06:02:00,2013-02-08 06:35:00,40.767517,-73.981728,1701856476
2013021515,2013-02-08 06:02:05,2013-02-08 06:43:17,40.765289,-73.994987,42430698
2013015745,2013-02-08 06:02:06,2013-02-08 06:30:45,40.755806,-74.006226,4207978500
2013011616,2013-02-08 06:02:59,2013-02-08 06:36:04,40.715118,-74.015961,42446849
2013009751,2013-02-08 06:03:00,2013-02-08 06:42:00,40.746632,-74.001526,8239225253
2013010454,2013-02-08 06:03:00,2013-02-08 06:27:00,40.742306,-73.981514,42446275
2013012768,2013-02-08 06:03:00,2013-02-08 06:33:00,40.74012,-73.987221,4205565512
2013012367,2013-02-08 06:03:09,2013-02-08 06:41:23,40.729084,-73.984184,8841425137
2013015020,2013-02-08 06:03:14,2013-02-08 06:32:02,40.77095,-73.953728,42446478
2013025492,2013-02-08 06:03:29,2013-02-08 06:36:33,40.739899,-74.006142,4557517555
2013012888,2013-02-08 06:03:34,2013-02-08 06:26:17,40.746563,-73.976021,593886214
2013016769,2013-02-08 06:04:00,2013-02-08 06:33:00,40.78199,-73.958031,42445733
2013011432,2013-02-08 06:04:00,2013-02-08 06:41:00,40.757687,-73.98732,42439984
