id,ptime,plat,plong,dtime,dlat,dlong,p_node,d_node
2013029746,2013-01-10 06:00:00,40.750816,-73.990707,2013-01-10 06:06:00,40.748276,-73.968941,42437654,42450809
2013013514,2013-01-10 06:00:14,40.756645,-73.990288,2013-01-10 06:03:01,40.757584,-73.977913,42435660,42443528
2013021320,2013-01-10 06:00:16,40.757683,-73.992851,2013-01-10 06:09:36,40.755985,-73.970734,42445001,42449956
2013025347,2013-01-10 06:00:18,40.756458,-73.990379,2013-01-10 06:01:41,40.764679,-73.984467,42435660,4207815980
2013007531,2013-01-10 06:00:59,40.761131,-73.995094,2013-01-10 06:04:57,40.761539,-73.98365,593921869,4207978589
2013011222,2013-01-10 06:00:59,40.75148,-73.991074,2013-01-10 06:06:30,40.752926,-73.979218,42437654,42445916
2013010696,2013-01-10 06:01:00,40.751316,-73.994072,2013-01-10 06:06:00,40.765171,-73.97493,42435642,42430394
2013029346,2013-01-10 06:01:00,40.75008,-73.991203,2013-01-10 06:05:00,40.757545,-73.983826,4461990857,42430344
2013026746,2013-01-10 06:01:00,40.75481,-73.992043,2013-01-10 06:04:00,40.750156,-73.979111,42433620,561042195
2013012018,2013-01-10 06:01:00,40.756069,-73.990921,2013-01-10 06:07:00,40.750847,-73.975143,42435657,4202958490
2013010535,2013-01-10 06:02:00,40.770428,-73.991402,2013-01-10 06:06:00,40.764313,-73.975098,42430745,42427764
2013028352,2013-01-10 06:02:00,40.751236,-73.994186,2013-01-10 06:07:00,40.762703,-73.983757,42435642,42428312
2013020111,2013-01-10 06:02:00,40.755951,-73.990646,2013-01-10 06:05:00,40.756062,-73.97776,42435657,4207952790
2013019971,2013-01-10 06:02:00,40.751163,-73.994049,2013-01-10 06:08:00,40.759834,-73.975143,42435642,4207952792
2013004548,2013-01-10 06:02:00,40.754593,-73.991875,2013-01-10 06:07:00,40.753159,-73.979919,42433620,42445916
2013020841,2013-01-10 06:02:00,40.765617,-73.987511,2013-01-10 06:09:00,40.758251,-73.963097,4207837423,2711029280
2013019991,2013-01-10 06:02:03,40.756035,-73.991074,2013-01-10 06:07:34,40.749699,-73.973221,42435657,42432458
2013020269,2013-01-10 06:02:30,40.756279,-73.990471,2013-01-10 06:07:13,40.759575,-73.97245,42435660,596775919
2013029338,2013-01-10 06:02:34,40.756088,-73.991531,2013-01-10 06:04:52,40.766113,-73.982742,42435657,42431556
2013011323,2013-01-10 06:02:42,40.761585,-73.98967,2013-01-10 06:09:01,40.752197,-73.978142,42445020,42443804
2013012053,2013-01-10 06:02:50,40.751308,-73.993996,2013-01-10 06:11:33,40.758366,-73.972717,42435642,42452875
2013025459,2013-01-10 06:02:51,40.756989,-73.990204,2013-01-10 06:06:27,40.763523,-73.978745,4207957613,42430375
2013011235,2013-01-10 06:02:53,40.75658,-73.988701,2013-01-10 06:07:44,40.75602,-73.975311,42435663,596775882
2013020974,2013-01-10 06:02:54,40.759064,-73.995956,2013-01-10 06:07:10,40.755543,-73.977852,42455751,42434074
2013019968,2013-01-10 06:03:00,40.756489,-73.990707,2013-01-10 06:09:00,40.748642,-73.978142,5916783970,42446945
2013010987,2013-01-10 06:03:00,40.756016,-73.990082,2013-01-10 06:09:00,40.750935,-73.975197,42435657,4202958490
2013017351,2013-01-10 06:03:00,40.756153,-73.991081,2013-01-10 06:09:00,40.756039,-73.976044,42435657,42443811
2013019945,2013-01-10 06:03:10,40.756863,-73.989914,2013-01-10 06:07:10,40.759007,-73.976334,4207957613,5475605300
2013013787,2013-01-10 06:03:17,40.750042,-73.99173,2013-01-10 06:08:29,40.763245,-73.970383,42439440,596775946
2013012337,2013-01-10 06:03:54,40.762173,-74.000244,2013-01-10 06:11:25,40.752995,-73.979935,62915525,42445916
2013020735,2013-01-10 06:03:59,40.767654,-73.992905,2013-01-10 06:08:28,40.761696,-73.980446,42430722,42430363
2013013067,2013-01-10 06:04:00,40.750614,-73.990204,2013-01-10 06:12:00,40.761559,-73.97226,42437654,42443612
2013025702,2013-01-10 06:04:22,40.75013,-73.991501,2013-01-10 06:13:54,40.756973,-73.974831,4461990857,596775867
2013020844,2013-01-10 06:04:24,40.756611,-73.990173,2013-01-10 06:07:49,40.759041,-73.97879,42435660,42440153
2013020394,2013-01-10 06:04:26,40.756023,-73.991455,2013-01-10 06:08:37,40.763653,-73.971474,42435657,42445950
2013020942,2013-01-10 06:04:29,40.751251,-73.993965,2013-01-10 06:11:21,40.762337,-73.978722,42435642,42430371
