id,ptime,plat,plong,dtime,dlat,dlong,p_node,d_node
2013001556,2013-01-01 06:00:46,40.761639,-73.986717,2013-01-01 06:06:20,40.758469,-73.963997,42432589,42423564
2013000813,2013-01-01 06:01:00,40.769646,-73.995064,2013-01-01 06:10:00,40.753231,-73.969971,42424218,42442948
2013010281,2013-01-01 06:02:19,40.758667,-73.993546,2013-01-01 06:08:33,40.752895,-73.979347,42434439,42445916
2013012322,2013-01-01 06:03:00,40.768105,-73.99292,2013-01-01 06:14:00,40.75172,-73.97699,42430736,561042204
2013002982,2013-01-01 06:03:00,40.768219,-73.995773,2013-01-01 06:13:00,40.757294,-73.966591,42446386,42442957
2013006957,2013-01-01 06:03:00,40.755573,-73.987358,2013-01-01 06:05:00,40.765144,-73.983688,42439972,4207815981
2013002682,2013-01-01 06:03:15,40.769779,-73.995049,2013-01-01 06:14:40,40.752125,-73.977592,247120348,561042204
2013004265,2013-01-01 06:03:50,40.751221,-73.99411,2013-01-01 06:09:18,40.756153,-73.976158,42435642,42445926
2013011454,2013-01-01 06:04:00,40.762321,-73.986427,2013-01-01 06:11:00,40.751316,-73.978691,42435684,100522479
2013010318,2013-01-01 06:04:45,40.759785,-73.991768,2013-01-01 06:14:31,40.74548,-73.978439,42443561,42445378
2013008616,2013-01-01 06:04:46,40.7687,-73.992691,2013-01-01 06:12:16,40.75322,-73.97908,42430736,8937823540
2013006622,2013-01-01 06:05:00,40.757645,-73.97789,2013-01-01 06:12:00,40.749023,-73.974617,42432580,42453007
2013011444,2013-01-01 06:05:01,40.765778,-73.991104,2013-01-01 06:16:10,40.752861,-73.969139,7557417142,42442948
2013004377,2013-01-01 06:05:05,40.764568,-73.981056,2013-01-01 06:13:55,40.744263,-73.97496,42440020,3932847282
2013012130,2013-01-01 06:05:27,40.765644,-73.981804,2013-01-01 06:10:05,40.757095,-73.97184,42428328,42440459
2013010767,2013-01-01 06:05:45,40.762424,-73.990501,2013-01-01 06:11:53,40.754257,-73.980629,42443532,42454428
2013001499,2013-01-01 06:06:00,40.759731,-73.988014,2013-01-01 06:09:00,40.755348,-73.97934,42435675,42432693
2013004171,2013-01-01 06:06:00,40.760208,-73.987701,2013-01-01 06:14:00,40.75193,-73.970932,42435677,42442947
2013012541,2013-01-01 06:06:33,40.750065,-73.991234,2013-01-01 06:11:01,40.750626,-73.980553,4461990857,42445651
2013012815,2013-01-01 06:06:44,40.749004,-73.98835,2013-01-01 06:09:25,40.762894,-73.983299,42430298,42428312
2013011881,2013-01-01 06:07:35,40.763432,-73.992599,2013-01-01 06:13:54,40.755154,-73.969307,42443534,42442952
2013010732,2013-01-01 06:08:00,40.764416,-73.988335,2013-01-01 06:15:00,40.746777,-73.974541,42445025,42442918
2013010845,2013-01-01 06:08:00,40.768295,-73.992691,2013-01-01 06:17:00,40.747845,-73.977448,42430736,42449685
2013006434,2013-01-01 06:08:00,40.747414,-73.984993,2013-01-01 06:12:00,40.761318,-73.97982,42446701,42430363
2013011213,2013-01-01 06:08:00,40.77013,-73.990967,2013-01-01 06:12:00,40.764503,-73.977333,4215913814,42430384
2013011846,2013-01-01 06:08:05,40.755642,-73.991379,2013-01-01 06:10:59,40.764317,-73.983292,42435654,42428315
2013012205,2013-01-01 06:08:29,40.749134,-73.989632,2013-01-01 06:16:53,40.75737,-73.970543,42430295,42449961
