id,ptime,plat,plong,dtime,dlat,dlong,p_node,d_node
2013008528,2013-01-04 06:00:00,40.757038,-73.990456,2013-01-04 06:04:00,40.763737,-73.972168,4207957613,42445950
2013015506,2013-01-04 06:00:00,40.756702,-73.990326,2013-01-04 06:05:00,40.761303,-73.980164,5916783970,42430363
2013021133,2013-01-04 06:00:00,40.763691,-73.985191,2013-01-04 06:05:00,40.759983,-73.97496,42435702,42436701
2013009472,2013-01-04 06:00:00,40.749226,-73.98838,2013-01-04 06:02:00,40.758545,-73.981422,42430298,42430352
2013015540,2013-01-04 06:00:09,40.757767,-73.994972,2013-01-04 06:05:51,40.763943,-73.98307,42424789,42428315
2013021405,2013-01-04 06:00:16,40.756046,-73.990738,2013-01-04 06:05:49,40.754177,-73.975113,42435657,3639381191
2013025618,2013-01-04 06:00:21,40.756172,-73.990623,2013-01-04 06:03:07,40.756908,-73.979424,42435657,42452353
2013020318,2013-01-04 06:00:28,40.751228,-73.99411,2013-01-04 06:04:46,40.758335,-73.980728,42435642,42430352
2013011077,2013-01-04 06:00:38,40.757656,-73.982628,2013-01-04 06:05:45,40.757538,-73.969337,42430347,42436707
2013020350,2013-01-04 06:00:39,40.750893,-73.992699,2013-01-04 06:07:10,40.757713,-73.975204,3799572065,42445928
2013012368,2013-01-04 06:00:40,40.756638,-73.990974,2013-01-04 06:06:10,40.761387,-73.969429,5916783970,42432847
2013025322,2013-01-04 06:00:43,40.756351,-73.990341,2013-01-04 06:05:09,40.757011,-73.979355,42435660,42452353
2013020863,2013-01-04 06:00:49,40.755817,-73.991959,2013-01-04 06:06:44,40.750004,-73.984489,42435654,42452973
2013002506,2013-01-04 06:01:00,40.7565,-73.99131,2013-01-04 06:05:00,40.757305,-73.979385,5916783969,42452353
2013006657,2013-01-04 06:01:00,40.755383,-73.991348,2013-01-04 06:06:00,40.75222,-73.982361,42435654,42446488
2013011694,2013-01-04 06:01:00,40.757294,-73.989883,2013-01-04 06:05:00,40.752365,-73.978615,42435663,42443804
2013019886,2013-01-04 06:01:00,40.756229,-73.990463,2013-01-04 06:07:00,40.759869,-73.977249,42435657,42446353
2013003461,2013-01-04 06:01:05,40.756275,-73.990639,2013-01-04 06:07:21,40.749222,-73.983253,42435657,42452973
2013020495,2013-01-04 06:01:05,40.762798,-73.99688,2013-01-04 06:07:23,40.75573,-73.982094,42430685,42430342
2013020304,2013-01-04 06:01:06,40.758659,-73.992287,2013-01-04 06:05:55,40.756657,-73.977654,42437368,42452353
2013020498,2013-01-04 06:01:25,40.75,-73.992012,2013-01-04 06:07:49,40.757969,-73.975624,42439440,42445928
2013025259,2013-01-04 06:01:54,40.76067,-74.000465,2013-01-04 06:07:12,40.757252,-73.981812,4207932666,42430347
2013020161,2013-01-04 06:02:00,40.762516,-73.982063,2013-01-04 06:07:00,40.751816,-73.977608,42440009,561042204
2013012068,2013-01-04 06:02:00,40.757103,-73.989868,2013-01-04 06:05:00,40.764149,-73.980469,42435663,42440020
2013012448,2013-01-04 06:02:00,40.755943,-73.99099,2013-01-04 06:07:00,40.757114,-73.978851,42435657,42452353
2013014871,2013-01-04 06:02:00,40.75174,-73.992989,2013-01-04 06:05:00,40.755047,-73.983841,42435644,42430333
2013011268,2013-01-04 06:02:00,40.755894,-73.991844,2013-01-04 06:09:00,40.758343,-73.974388,42435654,5475605299
2013019950,2013-01-04 06:02:04,40.755905,-73.990692,2013-01-04 06:05:58,40.755013,-73.981674,42435657,42454428
2013023435,2013-01-04 06:02:45,40.755657,-73.990799,2013-01-04 06:09:53,40.751492,-73.978561,42435657,561042200
2013020211,2013-01-04 06:02:46,40.756195,-73.990692,2013-01-04 06:10:32,40.748192,-73.968689,42435657,42450809
2013025436,2013-01-04 06:02:48,40.750389,-73.990944,2013-01-04 06:06:26,40.756161,-73.983414,4461990857,42430342
2013026774,2013-01-04 06:03:00,40.756832,-73.989929,2013-01-04 06:10:00,40.759926,-73.974777,4207957613,42436701
2013012018,2013-01-04 06:03:00,40.756325,-73.990936,2013-01-04 06:07:00,40.756416,-73.977615,42435657,42445924
2013016746,2013-01-04 06:03:00,40.755219,-73.991463,2013-01-04 06:10:00,40.752071,-73.97821,42435654,561042203
2013020625,2013-01-04 06:03:43,40.755867,-73.990982,2013-01-04 06:12:25,40.744091,-73.974854,42435657,3932847282
2013010968,2013-01-04 06:03:50,40.756325,-73.989433,2013-01-04 06:06:21,40.756191,-73.980164,42435660,42434072
2013021107,2013-01-04 06:03:57,40.759789,-73.992249,2013-01-04 06:10:49,40.757717,-73.97538,42443561,42445928
2013020586,2013-01-04 06:03:57,40.756153,-73.990723,2013-01-04 06:12:38,40.750473,-73.980423,42435657,42445651
2013004817,2013-01-04 06:04:00,40.756611,-73.990334,2013-01-04 06:09:00,40.759277,-73.973915,42435660,4207952792
2013020437,2013-01-04 06:04:00,40.74979,-73.991486,2013-01-04 06:08:00,40.764954,-73.976837,42439440,42430390
2013021598,2013-01-04 06:04:00,40.752068,-73.985863,2013-01-04 06:09:00,40.759422,-73.965591,42430317,42432861
2013008152,2013-01-04 06:04:10,40.7556,-73.99118,2013-01-04 06:08:18,40.763023,-73.9767,42435654,42430378
